entry,meaning,ipa,example_sentence,translated_sentence
recommend,"【動】推薦する, 勧める.",/ˌrɛkəˈmɛnd/,I recommend this book to anyone who loves mystery novels.,この本はミステリー小説が好きな人におすすめです。
remove,"【動】取り除く, 取り去る.",/rɪˈmuːv/,Please remove your shoes before entering the house.,家に入る前に靴を脱いでください。
stupid,"【形】愚かな, ばかげた.",/'stjuːpɪd/,He made a stupid mistake.,彼は愚かな間違いをした。
these,【代】これらの.,/ðiz/,These are the rules we must follow.,これらは我々が守らなければならないルールです。
god,"【名】神, 神様.",/ɡɒd/,God is always watching over us.,神はいつも私たちを見守っています。
pure,"【形】純粋な, 混じりけのない.",/pjʊər/,She has pure intentions.,彼女は純粋な意図を持っています。
frame,"【名】枠, フレーム.",/frəm/,The picture looks better with a frame.,絵は額縁に入れるとより良く見えます。
luck,"【名】運, 幸運.",/lʌk/,I need luck to pass the exam.,試験に合格するために運が必要だ。
dedicate,"【動】捧げる, 専念する.",/ˈdɛdɪkeɪt/,He dedicates himself to research.,彼は研究に専念する。
happy,"【形】幸せな, 嬉しい.",/hæpi/,He was so happy that he smiled all the time.,彼はとても幸せなので、いつも笑っていた。
shelter,"【名】避難所, シェルター.",/ˈʃɛltər/,I found shelter from the rain under a tree.,私は木の下で雨宿りする場所を見つけました。
we,【代】私たち.,/wiː/,We are going to the park today.,今日は私たちは公園に行く予定だ。
administration,"【名】管理, 行政.",/ədˌmɪnɪˈstreɪʃən/,The administration of this company is very efficient.,この会社の管理は非常に効率的です。
a,"【冠】1つの, ある.",/ə/,I need a pen to write a letter.,手紙を書くにはペンが必要です。
about,【前】...について.,/əˈbaʊt/,I am writing a report about the environmental issues.,私は環境問題についてのレポートを書いています。
abroad,"【副】海外へ, 外国に.",/əˈbrɔːd/,I am planning to study abroad next year.,私は来年、海外で勉強する予定です。
abstract,【形】抽象的な;【名】抽象.,/ˈæb.strækt/,The concept of love is quite abstract.,愛の概念はかなり抽象的です。
absolutely,"【副】絶対に, 完全に.",/ˌæbˈsəlutli/,You are absolutely right.,全くおっしゃる通りです。
acceptable,"【形】受け入れ可能な, 容認できる.",/əkˈsɛptəbəl/,Your proposal is perfectly acceptable.,あなたの提案は完全に受け入れられます。
account,"【名】アカウント, 口座.",/əˈkaʊnt/,I need to create a new account on this website.,このウェブサイトで新しいアカウントを作成する必要があります。
accompany,"【動】同行する, 付き添う.",/əˈkʌmpəni/,I'll accompany you to the airport.,空港までお伴しましょう。
act,【動】行動する;【名】行為.,/ækt/,The soldier acted bravely.,その兵士は勇敢に振る舞った。
ad,"【名】広告, 宣伝.",/æd/,I saw an interesting ad in the newspaper today.,今日、新聞で面白い広告を見ました。
acquire,"【動】獲得する, 手に入れる.",/əˈkwaɪər/,The company plans to acquire a new software to improve their system.,その会社は、システムを改善するために新しいソフトウェアを取得する予定です。
acquisition,"【名】獲得, 取得.",/ˌæk.wɪˈzɪʃ.ən/,The acquisition of a new language can be a challenging but rewarding process.,新しい言語の習得は、困難だが見返りのあるプロセスになるでしょう。
action,"【名】行動, 動き.",/ˈæk.ʃən/,Your action has consequences.,あなたの行動には結果が伴います。
addition,"【名】追加, 加算.",/əˈdɪʃən/,The addition of these two numbers equals ten.,これら2つの数の加算は10に等しい。
adjust,"【動】調整する, 適応させる.",/əˈdʒʌst/,I need to adjust the settings of my computer.,私はコンピュータの設定を調整する必要があります。
advantage,"【名】利点, 長所.",/ədˈvæntɪdʒ/,The advantage of living in the city is the convenience of public transportation.,都市に住む利点は公共交通の利便性です。
advise,"【動】助言する, 勧める.",/ədˈvaɪz/,I advise you to take a break.,あなたには休憩を取ることを勧めます。
against,【前】...に反対して.,/əˈɡɛnst/,She stood up against the injustice.,彼女は不公平に対して立ち上がった。
agency,"【名】代理店, 機関.",/ˈeɪ.dʒən.si/,I work for a travel agency that specializes in international tours.,私は国際ツアーを専門とする旅行代理店で働いています。
agree,"【動】同意する, 賛成する.",/əˈɡriː/,I completely agree with your opinion on this matter.,私はこの問題についてのあなたの意見に完全に同意します。
aid,"【名】援助, 支援.",/eɪd/,The Red Cross provides aid to disaster victims.,赤十字は災害被災者に援助を提供しています。
alarm,"【名】警報, アラーム.",/əˈlɑːrm/,There is no cause for undue alarm.,心配する事はない。
aim,【動】目指す;【名】目的.,/eɪm/,My aim is to become a successful entrepreneur.,私の目標は、成功した起業家になることです。
airline,【名】航空会社.,/ˈɛərlaɪn/,I booked my flight with a popular airline.,私は人気のある航空会社でフライトを予約しました。
ally,"【名】同盟者, 支持者.",/'æ.li/,The two nations decided to ally for mutual defense.,二つの国は相互防衛のために同盟を結ぶことを決定した。
alongside,"【前】...と一緒に, 並んで.",/əˌlɔŋˈsaɪd/,The boat was alongside the quay.,そのボートは波止場につながれていた。
already,"【副】すでに, 既に.",/ɔːlˈrɛdi/,I have already finished my homework.,私はもう宿題を終えました。
alter,"【動】変える, 改める.",/ˈɔːltər/,The tailor had to alter the dress to fit me.,仕立て屋は私に合うようにドレスを直さなければなりませんでした。
alternative,【名】代替案;【形】代替の.,/ɔːlˈtɜːrnətɪv/,You have to make an alternative choice between studying abroad or finding a job.,あなたは留学するか仕事を見つけるかという二者択一の選択をしなければなりません。
although,【接】...にもかかわらず.,/ɔːlˈðoʊ/,"Although it was raining, we decided to go for a walk.",雨が降っていたが、私たちは散歩に行くことに決めた。
among,"【前】...の間に, ...の中に.",/əˈmʌŋ/,She was among the first to arrive at the party.,彼女はパーティーに最初に到着した人々の中にいました。
analyst,"【名】分析者, アナリスト.",/ˈænəlɪst/,The analyst carefully analyzed the situation and provided a detailed report.,分析者は状況を注意深く分析し、詳細なレポートを提供しました。
analysis,"【名】分析, 解析.",/əˈnæləsɪs/,The analysis of the data revealed some interesting trends.,データの分析がいくつかの興味深いトレンドを明らかにした。
another,"【代】もう一つの, もう一人の.",/əˈnʌðər/,Let's try another restaurant for lunch today.,今日の昼食は別のレストランにしましょう。
announcement,"【名】発表, アナウンス.",/əˈnaʊnsmənt/,The company made an announcement about the new product launch.,その会社は新製品の発売についての発表をしました。
answer,"【名】答え, 回答.",/ˈænsər/,"""[[Right on]], that's the right answer!""",「その通り、正解だ！」
any,"【代】どんな...でも, いかなる...でも.",/ˈɛni/,Is there any chance you could help me with this?,これを手伝ってくれる可能性は何かありますか？
anything,"【代】何でも, どれでも.",/ˈɛniθɪŋ/,I will give you anything you want.,君が欲しいものを何でもあげるよ。
apparent,"【形】明らかな, 見かけ上の.",/əˈpærənt/,Her disappointment was apparent to everyone.,彼女の失望は誰の目にも明白だった。
appeal,"【名】魅力, アピール.",/əˈpiːl/,There was a look of appeal in her eyes.,彼女は目に懇願の表情を浮かべていた。
apply,"【動】適用する, 申し込む.",/əˈplaɪ/,I decided to apply for the job after much consideration.,よく考えた結果、その仕事に応募することにしました。
April,【名】4月.,/ˈeɪprəl/,April is the month of blooming flowers.,4月は花が咲く月です。
appreciate,"【動】感謝する, 高く評価する.",/əˈpriːʃieɪt/,I really appreciate your help.,あなたの助けを本当に感謝しています。
application,"【名】申し込み, 応用.",/ˌæplɪˈkeɪʃən/,Jane filled out an application.,ジェーンは申込書に必要事項を書き入れた。
area,"【名】地域, 範囲.",/ˈɛəriə/,The area of this room is 20 square meters.,この部屋の面積は20平方メートルです。
architecture,"【名】建築, 建築学.",/ˈɑːrkɪtɛkʧər/,The architecture of the building is stunning.,建物の建築は見事です。
army,"【名】軍隊, 軍.",/ˈɑːrmi/,The army is preparing for the upcoming battle.,陸軍は、今後の戦闘のために準備をしています。
art,"【名】芸術, 美術.",/ɑrt/,She enjoys visiting art galleries and museums.,彼女は美術館や博物館を訪れることを楽しんでいます。
ashamed,"【形】恥ずかしい, 恥じている.",/əˈʃeɪmd/,I felt ashamed of my behavior.,私は自分の行動に恥ずかしさを感じました。
assign,"【動】割り当てる, 任命する.",/əˈsaɪn/,I will assign you a new task.,新しいタスクをあなたに割り当てます。
association,"【名】協会, 組織.",/əˌsoʊ.siˈeɪ.ʃən/,I am a member of the local photography association.,私は地元の写真協会のメンバーです。
assist,"【動】支援する, 援助する.",/əˈsɪst/,I will assist you in completing your project.,私はあなたがプロジェクトを完成させるのを手伝います。
attachment,"【名】添付ファイル, 付属物.",/əˈtætʃmənt/,Please check the attachment for more details.,詳細は添付ファイルをご確認ください。
attack,"【動】攻撃する, 襲う.",/əˈtæk/,The bear suddenly attacked the campers.,その熊は突然キャンパーたちを襲った。
attempt,"【動】試みる, 試す.",/əˈtɛmpt/,I will attempt to finish the project by tomorrow.,私は明日までにプロジェクトを終えることを試みます。
attend,"【動】出席する, 参加する.",/əˈtɛnd/,I will attend the meeting tomorrow.,私は明日、会議に出席します。
attention,"【名】注意, 注目.",/əˈtɛnʃən/,Please pay attention to the traffic signals.,交通信号に注意してください。
attitude,"【名】態度, 考え方.",/ˈætɪˌtud/,Your attitude towards work is commendable.,あなたの仕事に対する態度は称賛に値します。
author,"【名】著者, 作家.",/ˈɔːθər/,The author of this book is very famous.,この本の著者はとても有名です。
autumn,"【名】秋, 秋季.",/ˈɔː.təm/,The beauty of autumn leaves is breathtaking.,秋の葉の光景は圧巻です。
award,"【名】賞, 報酬.",/əˈwɔrd/,The film was awarded the best picture at the festival.,その映画は、フェスティバルで最優秀作品賞を受賞しました。
away,"【副】離れて, 遠くに.",/əˈweɪ/,She walked away from the accident scene.,彼女は事故現場から離れて歩いた。
bad,"【形】悪い, 不良の.",/bæd/,The food was bad.,その食べ物はおいしくなかった。
bag,"【名】バッグ, 袋.",/bæɡ/,I'm going to buy a bag.,私はバッグを買うつもりです。
back,【名】背中;【動】後退する.,/bæk/,He looked back and saw a car approaching.,彼は後ろを振り返り、車が近づいてくるのを見ました。
balance,"【名】バランス, 均衡.",/'bæləns/,The balance of nature is very fragile.,自然界のバランスはとてもこわれやすい。
ball,"【名】ボール, 球.",/bɔːl/,I bought a new ball.,私は新しいボールを買った。
base,"【名】土台, 基礎.",/beɪs/,The base of the tower is made of concrete.,塔の基礎はコンクリートでできています。
basis,"【名】基礎, 根拠.",/ˈbeɪsɪs/,The basis of his argument was fundamentally flawed.,彼の議論の基礎は根本的に欠陥があった。
barely,"【副】かろうじて, ほとんど...ない.",/ˈbɛərli/,I barely managed to catch the last train.,私はかろうじて最後の電車に乗ることができました。
beach,"【名】ビーチ, 浜辺.",/biːtʃ/,We had a great day at the beach.,私たちはビーチで素晴らしい一日を過ごしました。
bear,"【動】耐える, 支える.",/bɛr/,The bear ran across the field.,熊は野原を走っていった。
because,【接】なぜならば.,/bɪˈkɔz/,I went to the store because I needed milk.,牛乳が必要だから店に行ったんだ。
before,【前】...の前に.,/bɪˈfɔːr/,Please step before.,前へ進んでください。
behind,【前】...の後ろに.,/bɪˈhaɪnd/,The days of our youth are now far behind.,私たちの若い日々は今や遠く過ぎ去っています。
bell,"【名】ベル, 鈴.",/bɛl/,The bell rang at 8 o'clock.,8時に鐘が鳴り響きました。
bend,"【動】曲げる, 折り曲げる.",/bɛnd/,Can you bend your knees?,あなたは膝を曲げることができますか？
bet,【動】賭ける;【名】賭け.,/bɛt/,I wouldn't bet on his success in the competition.,彼がその競争で成功するとは私は賭けないだろう。
beyond,【前】...を越えて.,/biˈjɒnd/,The park is just beyond that building.,その建物を越えたところに公園があります。
big,"【形】大きい, 巨大な.",/bɪɡ/,The house was big.,その家は大きかった。
bid,"【名】入札, 提案.",/bɪd/,The king bid his subjects to prepare for the upcoming war.,王は、その臣民に来るべき戦争の準備を命じた。
bit,"【名】少し, 断片.",/bɪt/,I need a bit of sugar for this recipe.,このレシピには少し砂糖が必要です。
bite,【動】かむ;【名】かみつき.,/baɪt/,The dog tried to bite the intruder.,その犬は侵入者に噛みつこうとした。
blame,"【動】非難する, 責める;【名】責任, 非難.",/bleɪm/,He tried to put the blame on me.,彼は私のせいにしようとした。
bone,【名】骨.,/bəʊn/,He found a bone in the garden.,彼は庭に骨を見つけた。
boom,"【名】ブーム, 急成長;【動】急成長する.",/buːm/,The sudden boom in the economy has led to an increase in job opportunities.,急激な経済のブームが、雇用機会の増加につながっている。
boost,"【動】高める, 増加させる;【名】促進, 上昇.",/buːst/,Regular exercise can boost your energy levels.,定期的な運動はエネルギーレベルを増加させることができます。
border,"【名】境界, 境.",/ˈbɔːrdər/,The soldiers patrolled the border to ensure security.,兵士たちはセキュリティを確保するために国境を巡回した。
bother,"【動】悩ます, 困らせる;【名】面倒, 悩み.",/ˈbɒðər/,What is all this bother about?,この騒ぎはどうしたの。
bottom,"【名】底, 最下部.",/ˈbɒtəm/,The cat was sleeping on the bottom of the bed.,猫はベッドの下で眠っていた。
boss,"【名】上司, ボス.",/bɒs/,My boss is very strict.,私の上司はとても厳しいです。
boy,"【名】少年, 男の子.",/bɔɪ/,The boy ran around the park.,男の子は公園を駆け回った。
brain,"【名】脳, 頭脳.",/bɹeɪn/,The brain is a complex organ.,脳は複雑な臓器です。
break,"【動】壊す, 破る;【名】休憩.",/breɪk/,She broke the window with a rock.,彼女は岩を使い窓を壊した。
breath,"【名】息, 呼吸.",/bɹɛθ/,Take a deep breath and relax.,深呼吸をしてリラックスしてください。
bright,"【形】明るい, 輝く.",/braɪt/,The sky was a bright blue.,空は明るい青色だった。
breast,"【名】胸, 乳房.",/bɹɛst/,She felt a lump in her breast and immediately went to see a doctor.,彼女は乳房にしこりを感じ、すぐに医者に診てもらいました。
bridge,【名】橋.,/brɪdʒ/,We crossed the bridge to reach our destination.,私たちは目的地に到達するために橋を渡りました。
bring,"【動】持ってくる, 連れてくる.",/brɪŋ/,He brought a cake to the party.,彼はパーティーにケーキを持ってきた。
brother,"【名】兄, 弟.",/'brʌðər/,My brother and I are going to the movies.,私の兄弟と私は映画に行く予定だ。
budget,【名】予算.,/ˈbʌdʒɪt/,I need to create a budget for my upcoming trip.,私は今度の旅行のために予算を作成する必要があります。
brush,【名】ブラシ;【動】ブラシをかける.,/brʌʃ/,I brush my hair every morning.,毎朝、私は髪にブラシをかけます。
bunch,"【名】束, 房.",/bʌntʃ/,I bought a bunch of flowers for my mom's birthday.,私は母の誕生日に花束を買いました。
burn,"【動】燃やす, 焼く.",/bɜːrn/,"Don't touch the hot stove, you might burn yourself.",熱いコンロに触らないで、自分を火傷するかもしれません。
bury,【動】埋める.,/ˈbɛri/,He decided to bury the treasure in the backyard.,彼は宝を裏庭に埋めることに決めた。
buy,【動】買う.,/baɪ/,I will buy a new car.,新しい車を買おう。
buyer,"【名】買い手, 購入者.",/ˈbaɪər/,The buyer was impressed with the quality of the product.,買い手は製品の品質に感銘を受けました。
call,"【動】呼ぶ, 電話する;【名】呼び出し.",/kɔːl/,I'm going to make a call to my friend.,友達に電話をかけるつもりだ。
capability,"【名】能力, 性能.",/kəˌpæbəˈlɪti/,She has the capability to solve complex problems.,彼女は複雑な問題を解決する能力を持っています。
capable,"【形】能力がある, 有能な.",/'keɪpəbəl/,She is a capable leader who can handle any challenge.,彼女はどんな挑戦も乗り越えられる、能力のあるリーダーです。
capacity,"【名】容量, 収容力.",/kəˈpæsɪti/,"The stadium has a capacity of 50,000 people.",そのスタジアムの収容人数は5万人です。
capital,"【名】首都, 資本.",/'kæpɪtəl/,Tokyo is the capital of Japan.,東京は日本の首都です。
career,"【名】経歴, 職業.",/kəˈrɪər/,She has had a successful career in finance.,彼女は金融業界で成功したキャリアを築いてきた。
cat,【名】猫.,/kæt/,The cat is sleeping in the bed.,ネコはベッドに寝ている。
category,"【名】カテゴリー, 部門.",/kætəɡɔːri/,Logic is a category in philosophy.,論理学は哲学の範疇です。
cause,"【名】原因, 理由;【動】引き起こす.",/kɔːz/,Smoking can cause lung cancer.,喫煙は肺がんの原因となる可能性があります。
cell,"【名】細胞, 小部屋.",/sɛl/,He was locked in a small cell for days.,彼は数日間、小さな独房に閉じ込められていた。
century,"【名】世紀, 100年.",/'sɛn.tʃər.i/,The invention of the printing press in the 15th century revolutionized the way information was disseminated.,15世紀の印刷機の発明は、情報の伝達方法を革命的に変えました。
chairman,"【名】会長, 議長.",/ˈtʃɛərmən/,The chairman called the meeting to order.,議長は会議を開会した。
challenge,"【名】挑戦, 課題.",/tʃælɪndʒ/,I love taking on a new challenge.,新しい挑戦をするのが好きです。
champion,"【名】チャンピオン, 優勝者.",/tʃæmpiən/,He is a tennis champion.,彼はテニスの優勝者です。
character,"【名】性格, 特徴.",/ˈkærəktər/,He has a strong character.,彼は強い性格を持っている。
charge,"【名】料金, 責任;【動】請求する.",/tʃɑːrdʒ/,Will there be an extra charge for that?,それには追加料金がかかりますか。
charity,"【名】慈善, チャリティ.",/ˈtʃærəti/,She always donates generously to charity.,彼女はいつも慈善団体に寛大に寄付をしています。
charm,"【名】魅力, 魅了.",/tʃɑrm/,She has a natural charm that captivates everyone around her.,彼女は周りの人々を魅了する自然な魅力を持っています。
chart,"【名】図表, チャート.",/tʃɑːrt/,The chart illustrates how the body works.,その図は体の働きを説明している。
cheese,【名】チーズ.,/tʃiːz/,I love cheese!,私はチーズが大好きです！
choose,【動】選ぶ.,/ʧuːz/,I chose the red one.,私は赤いのを選んだ。
church,【名】教会.,/tʃɜ:rtʃ/,The church was filled with people.,教会には人々でいっぱいだった。
cigarette,"【名】タバコ, シガレット.",/sɪɡəˈrɛt/,He smokes a cigarette after dinner.,彼は夕食後に紙巻きたばこを吸います。
circle,"【名】円, 輪.",/sɜrkl/,A helicopter circled over us.,ヘリコプターが我々の上を一周した。
civilian,"【名】民間人, 一般市民.",/sɪˈvɪliən/,The government is working to protect the rights of civilians.,政府は市民の権利を保護するために取り組んでいます。
classic,"【形】古典的な, 典型的な;【名】古典.",/'klæsɪk/,Classic literature often serves as a benchmark for other works in the same genre.,古典文学はしばしば同じジャンルの他の作品の基準となります。
considerable,"【形】かなりの, 相当な.",/kənˈsɪdərəbəl/,He is under considerable stress.,彼はかなりの重圧にあえいでいる。
clearly,"【副】明確に, はっきりと.",/klɪrli/,She spoke clearly and confidently during the presentation.,彼女はプレゼン中にはっきりと自信を持って話しました。
clock,【名】時計.,/klɑk/,I set my alarm clock for 5am.,私は5時に目覚まし時計をセットした。
club,【名】クラブ.,/klʌb/,I went to the club last night.,昨晩私はクラブに行った。
closely,"【副】密接に, 綿密に.",/'kləʊsli/,She watched closely as the magician performed his tricks.,彼女はマジシャンがトリックを披露するのをじっくり見た。
cluster,"【名】集団, クラスター.",/ˈklʌstər/,The data points are grouped into a cluster based on their similarities.,データポイントは類似性に基づいてクラスタにグループ化されます。
coal,【名】石炭.,/kəʊl/,Coal is a fossil fuel that is used for power generation and heating.,石炭は発電や暖房に使用される化石燃料です。
coast,"【名】海岸, 海辺.",/koʊst/,This road extends to the coast.,この道路は海岸まで伸びている。
column,"【名】コラム, 柱.",/'kɒləm/,The ancient temple had a beautiful column with intricate carvings.,古代の寺院には、複雑な彫刻が施された美しい円柱がありました。
combination,"【名】結合, 組み合わせ.",/kɒmbɪˈneɪʃən/,The combination of flavors in this dish is amazing.,この料理の味の組み合わせは素晴らしいです。
command,【動】命令する;【名】命令.,/kəˈmænd/,He issued a command to his troops.,彼は部隊に命令を出した。
commit,"【動】犯す, 委託する.",/kəˈmɪt/,He committed a crime.,彼は犯罪を犯しました。
community,"【名】コミュニティ, 地域社会.",/kəˈmjuː.nə.ti/,The community came together to celebrate their shared cultural heritage.,共同会社の文化的・歴史的遺産を共有するために、コミュニティが一緒に集まりました。
comparison,【名】比較.,/kəmˈpærɪsən/,The comparison of their performance showed that Jane was a more effective leader than Mark.,彼らのパフォーマンスを比較すると、ジェーンの方がマークよりも有能なリーダーであることがわかりました。
complexity,【名】複雑さ.,/kəmˈplɛksəti/,Understanding the complexity of the human brain is a challenging task.,人間の脳の複雑さを理解することは困難な課題です。
complicate,"【動】複雑にする, 難しくする.",/kɑm.plɪ.keɪt/,Your refusal to help complicated matters.,君が援助を断ったので、事態がややこしくなった。
computer,【名】コンピュータ.,/kəmˈpjuː.tər/,I bought a new computer.,私は新しいコンピューターを買った。
compound,"【名】化合物, 複合体.",/kəmˈpaʊnd/,Alumina is a white crystalline compound.,アルミナは白色の結晶化合物です。
compose,"【動】構成する, 作曲する.",/kəmˈpoʊz/,The committee is composed of members from different departments.,その委員会は、異なる部署のメンバーで構成されている。
confidence,"【名】自信, 信頼.",/kɑn.fɪ.dəns/,She spoke with confidence during the presentation.,彼女はプレゼン中に自信を持って話しました。
connect,"【動】接続する, 結びつける.",/kəˈnɛkt/,I need to connect two pieces of wood.,私は2つの木材を連結する必要があります。
consideration,"【名】考慮, 検討.",/kənˌsɪdəˈreɪʃən/,I appreciate your consideration.,あなたの配慮に感謝しています。
consumer,【名】消費者.,/kənˈsjuːmər/,"In general, consumers prefer quantity to quality.",一般的に、消費者は質よりも量を選ぶ。
consistent,"【形】一貫した, 矛盾のない.",/kənˈsɪstənt/,"To improve your skills, you need to practice consistently every day.",スキルを向上させるためには、毎日一貫して練習する必要があります。
constant,"【形】絶え間ない, 一定の.",/'kɒnstənt/,His constant complaining is such a botheration.,彼の絶え間ない不平は本当にうるさい。
construct,"【動】建設する, 構築する.",/kənˈstrʌkt/,The workers are busy constructing a new building.,労働者たちは新しい建物を建設するのに忙しいです。
contest,"【名】コンテスト, 競争;【動】競う.",/'kɒntɛst/,The students had a contest to see who could solve the math problem the fastest.,学生たちは数学の問題を一番速く解くのを競うコンテストを行った。
continue,"【動】続ける, 継続する.",/kənˈtɪn.juː/,I will continue studying until I pass the exam.,試験に合格するまで勉強を続けます。
contrast,"【名】対比, コントラスト;【動】対比する.",/'kɒntræst/,There is a stark contrast between the two paintings.,二つの絵の間には鮮明な対比があります。
controversial,"【形】論争の的となる, 物議を醸す.",/kɒntrəˈvɜːrʃəl/,The executive assumed responsibility for the scandal caused by his controversial remarks.,幹部は自身の物議を醸す発言によって引き起こされたその不祥事に対して責任を負いました。
convention,"【名】慣習, 会議.",/kənˈvɛnʃən/,The convention was signed by all participating countries.,その条約は、参加するすべての国々によって署名されました。
cool,"【形】冷たい, 涼しい;【動】冷やす.",/kul/,He is so cool.,彼はかっこいいね。
copy,【動】コピーする;【名】コピー.,/'kɒpi/,I made a copy of the book.,私は本のコピーを作りました。
corporate,"【形】企業の, 法人の.",/'kɔːrpərɪt/,The corporate sector plays a vital role in the economy.,法人セクターは経済において重要な役割を果たしています。
corner,"【名】角, 隅.",/'kɔːrnər/,She was waiting for him in the corner of the room.,彼女は部屋の隅に彼を待っていた。
could,【助】...できた.,/kʊd/,I could swim when I was younger.,私は若い頃に泳ぐことができました。
country,"【名】国, 国家.",/ˈkʌntri/,I love traveling to different countries.,私は異なる国々への旅行が大好きです。
crash,"【動】衝突する, 墜落する;【名】衝突.",/kræʃ/,The crash of the waves against the rocks was deafening.,岩に対する波のガラガラという音は耳をつんざくほどだった。
crazy,"【形】狂った, 正気でない.",/ˈkreɪzi/,He is acting crazy.,彼は狂気じみた行動をしている。
cream,【名】クリーム.,/kriːm/,I had some cream with my cake.,私はケーキにクリームをつけました。
create,"【動】作り出す, 創造する.",/kriˈeɪt/,God created the universe.,神は宇宙を創造した。
creation,"【名】創造, 作品.",/krɪˈeɪʃən/,The artist's creation was admired by many.,その芸術家の創造物は多くの人に称賛されました。
critic,"【名】批評家, 評論家.",/'krɪtɪk/,The critic praised the artist's latest work.,評論家はその芸術家の最新作を称賛した。
criticism,"【名】批判, 批評.",/'krɪtɪsɪzəm/,He couldn't handle the criticism and gave up on his dreams.,彼は批評に耐えられず、夢を諦めてしまった。
criticize,"【動】批判する, 非難する.",/kɹɪtɪˌsaɪz/,I don't like it when people criticize others without knowing the full story.,私は物事の全体像を知らずに他人を非難する人が嫌いです。
cross,【名】十字架;【動】交差する.,/krɒs/,She wore a necklace with a cross pendant.,彼女は十字架のペンダントが付いたネックレスを身に着けていました。
crowd,"【名】群衆, 人込み.",/krɑʊd/,The crowd became unruly and started pushing and shoving.,群衆は秩序を乱し、押し合いへし合いを始めた。
cry,【動】泣く;【名】叫び.,/krɑɪ/,"The little girl was in tears, her cry echoing in the room.",小さな女の子は涙を流していて、彼女の泣き声が部屋に響いていた。
cup,【名】カップ.,/kʌp/,I put some coffee into the cup.,私はコーヒーをカップに入れました。
cut,【動】切る;【名】切り傷.,/kʌt/,I will cut the cake into four pieces.,ケーキを4つに切り分けるつもりです。
cycle,"【名】周期, サイクル.",/saɪkəl/,The economy is at peak of a business cycle at present.,経済は今景気循環の頂点にある。
daily,"【形】毎日の, 日常の.",/ˈdeɪli/,I have a daily routine of exercising in the morning.,私は毎朝の運動の日課があります。
damn,【間】ちくしょう;【動】ののしる.,/dæm/,His actions damned him.,彼は自分の行いのために身を滅ぼした。
dance,【名】ダンス;【動】踊る.,/dæns/,She loves to dance to the rhythm of the music.,彼女は音楽のリズムに合わせて踊るのが大好きです。
date,"【名】日付, デート.",/deɪt/,The date of the meeting is next Wednesday.,会議の日付は来週水曜日です。
dead,【形】死んだ.,/dɛd/,He found a dead bird in his backyard.,彼は裏庭で死んだ鳥を見つけた。
death,"【名】死, 死亡.",/dɛθ/,The news of his death shocked everyone.,彼の死の知らせはみんなを驚かせた。
daughter,【名】娘.,/ˈdɔːtər/,My daughter is an excellent student.,私の娘は優秀な生徒です。
deep,【形】深い.,/diːp/,The ocean is deep.,海は深いです。
decide,"【動】決める, 決定する.",/dɪˈsaɪd/,I need to decide which movie to watch tonight.,今夜何の映画を見るか決めなければならない。
defend,"【動】守る, 防御する.",/dɪˈfɛnd/,They defended their country.,彼らは祖国を守った。
delight,【動】喜ばせる;【名】喜び.,/dɪˈlaɪt/,The children's faces were filled with delight as they opened their presents.,子供たちの顔は、プレゼントを開ける喜びで満たされていました。
depress,"【動】落ち込ませる, 意気消沈させる.",/dɪˈprɛs/,She felt depressed after losing her job.,彼女は仕事を失った後、落ち込んだ気持ちになった。
demand,【動】要求する;【名】要求.,/dɪˈmænd/,The company is experiencing high demand for its products.,会社は製品の需要が高まっています。
demonstrate,"【動】示す, 証明する.",/dɪˈmɒnstreɪt/,Scientists use experiments to demonstrate their theories.,科学者は実験を使って自分たちの理論を論証します。
direct,【形】直接の;【動】指揮する.,/dɪˈrɛkt/,Use only as directed.,あくまで説明書に従ってお使いください。
disaster,"【名】災害, 災難.",/dɪˈzæs.tər/,The earthquake was a devastating disaster.,その地震は壊滅的な災害だった。
discount,【名】割引;【動】割り引く.,/dɪskaʊnt/,They are offering a discount on all products.,彼らはすべての商品に割引を提供しています。
disease,【名】病気.,/dɪˈziːz/,He was diagnosed with a rare disease.,彼は珍しい病気と診断されました。
discipline,"【名】規律, しつけ.",/dɪsəˈplɪn/,Discipline is the key to success.,規律は成功の鍵です。
distance,【名】距離.,/dɪs.təns/,The distance between the two cities is 200 kilometers.,二つの都市の距離は200キロメートルです。
dispute,"【名】紛争, 論争.",/dɪˈspjuːt/,There was a dispute between the two neighbors over the property boundary.,隣人同士の土地の境界に関して論争がありました。
divide,"【動】分ける, 分割する.",/daɪˈvaɪd/,Please divide the cake into equal parts.,ケーキを均等な部分に分けてください。
do,"【動】する, 行う.",/dʊ/,What do you want to do today?,今日は何をしたいですか？
double,【形】二重の;【名】二倍.,/ˈdʌbəl/,He paid double fare.,彼は二倍の運賃を払った。
down,【副】下へ;【前】...の下に.,/daʊn/,She walked down the street.,彼女は道を下って歩いた。
draft,"【名】下書き, 草案.",/dɹæft/,I need to make a draft before starting the final artwork.,最終作品を始める前に下絵を作る必要があります。
dress,"【名】服装, ドレス;【動】服を着る.",/dɹɛs/,She bought a new dress for the party.,彼女はパーティー用に新しいドレスを買った。
due,【形】期限の;【名】当然支払うべき.,/djuː/,The flowers are due to bloom soon.,花はもうすぐ咲くのが時期だ。
during,【前】...の間に.,/djʊərɪŋ/,I studied hard during the summer vacation.,夏休みの間ずっと一生懸命勉強しました。
