entry,meaning,ipa,example_sentence,translated_sentence
migrate,"【動】移動する, 移住する.",/ˈmaɪɡreɪt/,Many people choose to migrate from rural areas to urban areas for better job opportunities.,多くの人々が、より良い仕事の機会を求めて、田舎から都市へ移住することを選びます。
mentor,"【名】メンター, 指導者.",/mɛnˈtɔr/,My mentor has been guiding me throughout my career.,私の指導者は私のキャリアを通じて私を指導してきました。
flux,"【名】流動, 変動.",/flʌks/,The constant changes in the stock market create a state of flux.,株式市場の絶え間ない変動は流動状態を作り出す。
psychology,【名】心理学.,/saɪˈkɒlədʒi/,Psychology is the study of the human mind and behavior.,心理学は人間の心と行動の研究です。
outer,"【形】外側の, 外部の.",/ˈaʊ.tər/,She loves to explore the outer world.,彼女は外の世界を探検するのが好きです。
powder,"【名】粉, 粉末.",/ˈpaʊdər/,I need to buy some powder for baking.,私はベーキング用の粉を買わなければなりません。
prediction,"【名】予測, 予言.",/prɪˈdɪkʃən/,The weather prediction for tomorrow is rain.,明日の天気予報は雨です。
randomize,"【動】ランダム化する, 無作為にする.",/ˈrændəmaɪz/,You should randomize the order of the questions.,問題の順番をランダムにするべきです。
snake,【名】ヘビ.,/sneɪk/,I saw a snake in the park.,公園で蛇を見た。
unstable,【形】不安定な.,/ʌnˈsteɪbəl/,The bridge is unstable and needs to be repaired.,橋は不安定で修理が必要です。
candidate,【名】候補者.,/kæn.dɪ.deɪt/,He is a strong candidate for the position.,彼はそのポジションの有力候補者です。
goodness,"【名】善, 善良.",/ˈɡʊdnəs/,Her goodness and kindness are admired by everyone.,彼女の優秀さと親切さは誰からも称賛されています。
peasant,【名】農民.,/ˈpɛzənt/,The peasant worked hard in the fields.,農民は畑で一生懸命働いた。
sophisticate,【動】洗練する;【形】洗練された.,/səˈfɪstɪkeɪt/,She has a sophisticated taste in fashion.,彼女はファッションのセンスが洗練されています。
sufficiently,【副】十分に.,/səˈfɪʃəntli/,The food was cooked sufficiently.,食べ物は十分に調理されていました。
contradict,"【動】矛盾する, 否定する.",/ˌkɒn.trəˈdɪkt/,I cannot contradict the fact that he is a talented musician.,彼が才能あるミュージシャンであるという事実を否定することはできません。
comply,"【動】従う, 応じる.",/kəmˈplaɪ/,It is important to comply with the rules and regulations.,ルールや規制に従うことが重要です。
polar,"【形】極の, 極性の.",/'poʊlər/,The polar bear is a magnificent creature.,ホッキョクグマは素晴らしい生き物です。
mid,"【形】中央の, 中間の.",/mɪd/,The clock is placed in the mid of the room.,時計は部屋の中央に置かれています。
nasty,"【形】不快な, 意地の悪い.",/ˈnæsti/,She made a nasty comment about his appearance.,彼女は彼の容姿について意地悪なコメントをした。
variance,"【名】差異, 分散.",/ˈvɛəriəns/,The variance in temperature throughout the year is quite significant in this region.,この地域では、年間を通じて温度のばらつきがかなり大きいです。
predominantly,"【副】主に, 大部分.",/prɪˈdɒmɪnəntli/,She predominantly works from home.,彼女は主に自宅で仕事をしています。
correction,"【名】訂正, 修正.",/kəˈrɛkʃən/,The teacher made a correction to my homework.,先生は私の宿題に修正を加えました。
subtle,"【形】微妙な, 繊細な.",/'sʌtl/,The subtle scent of flowers filled the air.,かすかな花の香りが空気に満ちていた。
trivial,"【形】些細な, 取るに足らない.",/ˈtrɪviəl/,The problem was trivial and didn't require much effort to solve.,その問題はささいなもので、解決するのに多くの努力を必要としなかった。
correlation,"【名】相関, 関連.",/kɔːrɪˈleɪʃən/,There is a strong correlation between smoking and lung cancer.,喫煙と肺がんの間には強い相関関係があります。
accuracy,"【名】正確さ, 精度.",/ˈækjərəsi/,The accuracy of this machine is impressive.,この機械の精度は素晴らしい。
thread,"【名】糸, スレッド.",/θrɛd/,I need to buy some thread to sew this button back on.,このボタンを付け直すために糸を買わなければなりません。
publish,"【動】出版する, 公表する.",/'pʌblɪʃ/,The author plans to publish a new book next month.,著者は来月新しい本を出版する予定です。
spontaneous,"【形】自発的な, 自然発生的な.",/spɑnˈteɪniəs/,She had a spontaneous reaction to the news.,彼女はそのニュースに自然な反応を示した。
flesh,"【名】肉, 肉体.",/flɛʃ/,He cut his finger on the sharp edge of the knife and flesh started to bleed.,彼はナイフの鋭い刃で指を切り、肉が出血し始めた。
bizarre,"【形】奇妙な, 異様な.",/bɪˈzɑr/,The movie had a bizarre [[plot twist]].,この映画には奇妙な筋書きがあった。
hawk,【名】タカ.,/hɔk/,I saw a hawk flying in the sky.,私は空に飛んでいる鷹を見ました。
dissection,【名】解剖.,/dɪˈsɛkʃən/,The biology class performed a dissection of a frog to study its anatomy.,生物の授業で、カエルの解剖を行い、その解剖学を学びました。
bang,"【名】爆発音, バン.",/bæŋ/,The loud bang startled me.,その大きな音に驚いた。
clip,"【名】クリップ, 留め具;【動】クリップで留める.",/klɪp/,He wore a tie clip to keep his tie in place.,彼はネクタイを留めるためにネクタイ留めを付けていました。
audit,"【名】監査, 監査報告.",/ˈɔːdɪt/,The company hired an external auditor to conduct a thorough audit of its financial statements.,会社は外部の監査人を雇い、財務諸表の徹底的な監査を行いました。
tremendous,"【形】ものすごい, 驚異的な.",/trɪˈmɛndəs/,The storm caused tremendous damage to the city.,その嵐は都市にものすごい被害をもたらしました。
bound,"【形】〜行きの;【形】縛られた, 束縛された;【動】束縛する.",/baʊnd/,The train is bound for Tokyo.,その電車は東京行きです。
orient,"【動】方向付ける, 適応させる.",/ˈɔːriənt/,She decided to orient herself towards a career in marketing.,彼女はマーケティングのキャリアに方向転換することを決めた。
machinery,"【名】機械類, 機械装置.",/məˈʃiːnəri/,The factory is equipped with state-of-the-art machinery.,その工場は最新の機械を備えています。
dissertation,"【名】論文, ディスセレーション.",/dɪsərˈteɪʃən/,I am currently in the process of writing my dissertation on the effects of social media on mental health.,私は現在、ソーシャルメディアがメンタルヘルスに及ぼす影響について論文を執筆中です。
handout,【名】配布資料.,/'hænd.aʊt/,I received a handout from the charity organization.,私はチャリティ団体から施し物を受け取りました。
namely,"【副】すなわち, つまり.",/'neɪmli/,"He loves outdoor activities, namely hiking and camping.",彼はアウトドア活動、すなわちハイキングとキャンプが大好きです。
crude,"【形】粗い, 未精製の.",/krud/,The crude oil prices have been increasing steadily.,原油価格は着実に上昇しています。
deficiency,"【名】不足, 欠乏.",/dɪˈfɪʃənsi/,Iron deficiency can lead to fatigue and weakness.,鉄分不足は疲労や衰弱の原因となる。
plural,【形】複数の;【名】複数形.,/'plʊərəl/,There are many books on the shelf.,本棚にはたくさんの本があります。
antibiotic,【名】抗生物質.,/æn.tɪ.baɪˈɑ.tɪk/,Remember to take your full course of antibiotics.,抗生物質を全部飲むようにしてください。
arbitrary,"【形】恣意的な, 任意の.",/ˈɑːrbɪtrəri/,You have the arbitrary power to make decisions.,あなたには決定権がある。
resistant,"【形】耐性のある, 抵抗力のある.",/rɪˈzɪstənt/,She is resistant to change.,彼女は変化に対して抵抗力がある。
cylinder,"【名】円筒, シリンダー.",/sɪˈlɪndər/,The pencil holder on my desk is shaped like a cylinder.,私の机の上のペン立ては円柱の形をしています。
ridiculous,"【形】ばかげた, こっけいな.",/ɹɪˈdɪkjələs/,The idea of wearing a swimsuit in the snow is ridiculous.,雪の中で水着を着るという考えはおかしいです。
degrade,"【動】分解する, 劣化する.",/dɪˈɡreɪd/,His scandalous behavior will degrade his reputation.,彼のスキャンダラスな行動は彼の評判を下げるだろう。
variability,"【名】変動性, 変わりやすさ.",/vɛəriəˈbɪləti/,The variability of weather patterns makes it difficult to predict the forecast accurately.,気象パターンの変動性は、正確な予報をすることを困難にします。
wisdom,"【名】知恵, 賢明さ.",/'wɪzdəm/,She is known for her wisdom.,彼女は賢いことで知られています。
assert,"【動】主張する, 断言する.",/əˈsɜrt/,He asserted that he was innocent.,彼は自分が無害であると主張した。
conceive,"【動】考える, 想像する.",/kənˈsiːv/,They conceived a plan to surprise the enemy.,彼らは敵をびっくりさせる計画を思いついた。
correlate,【動】相関する;【名】相関.,/kɔːrəˈleɪt/,The study found a strong correlation between smoking and lung cancer.,その研究は喫煙と肺がんの間に強い相関関係があることを見つけた。
crystal,【名】結晶;【形】結晶の.,/'krɪstəl/,She wore a beautiful crystal necklace.,彼女は美しい水晶のネックレスを身に着けていました。
reactive,"【形】反応性の高い, 敏感な.",/rɪˈæktɪv/,The chemical reaction produced a reactive compound.,化学反応は反作用性の化合物を生成した。
influential,【形】影響力のある.,/ɪnˈfluːənʃəl/,She is an influential figure in the fashion industry.,彼女はファッション業界で有力な人物です。
intensity,"【名】強度, 激しさ.",/ɪnˈtɛnsəti/,The intensity of his emotions was overwhelming.,彼の感情の強烈さは圧倒的だった。
junior,【形】年少の;【名】後輩.,/dʒuːnɪər/,She is a junior employee at the company.,彼女は会社の若手社員です。
monkey,【名】サル.,/ˈmʌŋki/,The monkey climbed up the tree.,猿が木に登っていった。
recipe,"【名】レシピ, 調理法.",/ˈrɛsəpi/,I found a great recipe for chocolate chip cookies.,私はチョコレートチップクッキーの素晴らしいレシピを見つけました。
physically,"【副】物理的に, 身体的に.",/fɪzɪkli/,She is physically fit and can run a marathon.,彼女は物質的に健康で、マラソンが走れます。
productivity,【名】生産性.,/prəˌdʌkˈtɪvɪti/,Increasing productivity is essential for the success of any business.,生産力を向上させることは、どんなビジネスにおいても成功のために不可欠です。
punish,"【動】罰する, 処罰する.",/pʌnɪʃ/,The judge decided to punish the criminal with a prison sentence.,裁判官は犯罪者に刑務所にいれる刑を与えることを決定しました。
quotation,"【名】引用, 引用文.",/kwəʊˈteɪʃən/,She used a quotation from the book in her presentation.,彼女はプレゼンテーションでその本から引用を使いました。
politically,【副】政治的に.,/pəˈlɪtɪkəli/,She is politically active and often participates in protests.,彼女は政治的に活動的で、しばしば抗議活動に参加しています。
replacement,"【名】代替, 交換.",/rɪˈpleɪsmənt/,I need a replacement for my broken phone.,壊れた携帯電話の代わりが必要です。
psychiatric,【形】精神医学の.,/saɪˈkaɪətrɪk/,He is receiving psychiatric treatment for his mental health issues.,彼は精神的な健康問題のために精神医学的な治療を受けています。
drift,【動】漂流する;【名】漂流.,/drɪft/,The boat began to drift aimlessly in the open sea.,船は無目的に開けた海で漂流し始めた。
mechanical,"【形】機械的な, 機械の.",/məˈkæn.ɪ.kəl/,He has a mechanical watch.,彼は機械式の腕時計を持っています。
estimation,"【名】見積もり, 評価.",/ˌɛstɪˈmeɪʃən/,The estimation of the project cost was way off.,プロジェクトの費用の見積もりは大きく外れていました。
manipulate,"【動】操作する, 操る.",/məˈnɪpjəˌleɪt/,The government instrumentalised the media to manipulate public opinion.,政府はメディアを手段として利用して、世論を操作しました。
naked,"【形】裸の, 裸出しの.",/ˈneɪkɪd/,She felt uncomfortable being naked in front of strangers.,彼女は見知らぬ人の前で裸になることに不快感を感じた。
neutral,"【形】中立の, 中性の.",/ˈnjuːtrəl/,She remained neutral during the argument.,彼女は議論の間中立の立場を取り続けた。
elevate,"【動】昇進させる, 高める.",/ˈɛlɪveɪt/,She used the elevator to elevate to the top floor.,彼女はエレベーターを使って最上階に昇った。
philosophical,"【形】哲学的な, 哲学に関する.",/fɪˌlɑː.səˈfɪ.kəl/,She has a philosophical approach to life.,彼女は人生に対して哲学的なアプローチを持っています。
grasp,"【動】把握する, つかむ.",/ɡræsp/,"He tried to grasp the concept, but it was too difficult.",彼は概念を把握しようとしたが、難しすぎた。
legitimate,"【形】正当な, 合法的な.",/lidʒítəmət/,The company has a legitimate reason for terminating the employee.,会社は従業員を解雇する正当な理由があります。
occupation,"【名】職業, 占領.",/ˌɑkjuːˈpeɪʃn/,My father's occupation is a doctor.,私の父の職業は医者です。
prominent,"【形】著名な, 目立つ.",/ˈprɒmɪnənt/,The prominent building stood out among the others.,その目立つ建物は他の建物の中でもひときわ目立っていました。
diagnosis,【名】診断.,/ˌdaɪəɡˈnoʊsɪs/,The doctor made a diagnosis based on the patient's symptoms.,医師は患者の症状に基づいて診断を行った。
incidence,"【名】発生率, 発生.",/ˈɪnsɪdəns/,The incidence of crime has been decreasing in recent years.,犯罪の発生率は近年減少しています。
biologist,【名】生物学者.,/baɪˈɒlədʒɪst/,The biologist is studying the behavior of dolphins in the wild.,その生物学者は野生のイルカの行動を研究しています。
consensus,"【名】合意, コンセンサス.",/kənˈsɛnsəs/,"After much discussion, we finally reached a consensus on the issue.",長い議論の末、私たちはついにその問題についての一致を見た。
cord,"【名】コード, 紐.",/kɔːrd/,He tied the cord around the package.,彼は綱をパッケージの周りに結んだ。
decay,"【名】腐敗, 衰退.",/dɪˈkeɪ/,The tooth started to decay after years of neglect.,歯は何年もの放置すると、腐り始めた。
dissolve,"【動】溶かす, 解散する.",/dɪˈzɒlv/,The sugar will dissolve in hot water.,砂糖は熱いお湯に溶けます。
electron,【名】電子.,/ɪˈlɛktrɒn/,An electron is a subatomic particle.,電子は亜原子粒子です。
infinite,"【形】無限の, 無限大の.",/ˈɪnfɪnɪt/,The possibilities are infinite.,可能性は無限です。
noble,"【形】高貴な, 気高い.",/ˈnoʊbəl/,She carried herself with noble grace.,彼女は高貴な優雅さを持っていた。
nonetheless,【副】それにもかかわらず.,/nʌnðəˈlɛs/,"She was tired; nonetheless, she continued working.",彼女は疲れていた。それにもかかわらず、彼女は仕事を続けた。
outlet,"【名】出口, 直売店.",/ˈaʊtˌlɛt/,I couldn't find any available outlets to charge my phone.,私は利用可能なコンセントを見つけることができませんでした。
physician,"【名】医師, 内科医.",/fɪˈzɪʃən/,The physician examined the patient thoroughly.,医者は患者を徹底的に診察しました。
symbolic,"【形】象徴的な, 象徴の.",/sɪmˈbɒlɪk/,The Statue of Liberty is a symbolic representation of freedom.,自由の象徴である自由の女神像。
theorist,【名】理論家.,/ˈθiərɪst/,The theorist proposed a new framework for understanding human behavior.,その理論家は、人間の行動を理解するための新しい枠組みを提案しました。
magnitude,"【名】大きさ, 規模.",/mæɡˈnɪtjuːd/,The magnitude of the earthquake was 7.2 on the Richter scale.,地震の大きさはリヒター・スケールで7.2でした。
peripheral,"【形】周辺の, 周囲の.",/pəˈrɪfərəl/,I bought a new peripheral for my computer.,私はコンピューターの周辺機器を新しく買いました。
optical,"【形】光学の, 視覚の.",/ˈɑptɪkəl/,Optical illusions can play tricks on your eyes.,光学的錯視は目を惑わせることがあります。
spectrum,"【名】スペクトル, 範囲.",/'spɛktrəm/,The light passing through the prism creates a spectrum of colors.,プリズムを通過する光は、色のスペクトルを作り出します。
sketch,"【名】スケッチ, 下書き.",/skɛtʃ/,I like to sketch landscapes in my free time.,暇な時間に風景をスケッチするのが好きです。
stack,【名】積み重ね;【動】積み重ねる.,/stæk/,I saw a stack of hay in the field.,私は畑で干し草の山を見ました。
stadium,"【名】スタジアム, 競技場.",/ˈsteɪdiəm/,The football match will be held at the stadium.,サッカーの試合は競技場で行われます。
stereotype,"【名】固定観念, ステレオタイプ.",/stɛr.i.oʊ.taɪp/,It is important to challenge stereotypes and not judge people based on assumptions.,ステレオタイプに挑戦し、仮定に基づいて人々を判断しないことが重要です。
syndrome,"【名】症候群, シンドローム.",/sɪnˈdroʊm/,She is showing symptoms of a rare syndrome.,彼女は珍しい症候群の症状を示しています。
transcription,"【名】転写, 書き起こし.",/trænˈskrɪpʃən/,I need to do the transcription of this audio recording.,この音声の録音の書き写しをしなければなりません。
transplant,【名】移植;【動】移植する.,/'trænsˌplænt/,The gardener will transplant the flowers to a new location.,庭師は花を新しい場所に移植します。
tutor,"【名】家庭教師, 指導教員.",/ˈtjuː.tər/,I hired a tutor to help me with my math homework.,数学の宿題を手伝ってもらうために家庭教師を雇いました。
vein,【名】静脈.,/veɪn/,The doctor inserted a needle into the vein to draw blood.,医者は血液を採取するために静脈に針を挿入しました。
preliminary,【形】予備の;【名】準備.,/prɪˈlɪməneri/,She conducted a preliminary study before starting her research.,彼女は研究を始める前に予備調査を行いました。
unintelligible,"【形】理解不能な, 不明瞭な.",/ˌʌnɪnˈtɛlɪdʒəbəl/,His speech was unintelligible.,彼の話し方は理解できなかった。
radar,【名】レーダー.,/ˈreɪdɑr/,The radar detected the approaching aircraft.,レーダーは接近する航空機を検知しました。
fungus,"【名】真菌, 菌類.",/ˈfʌŋɡəs/,The fungus grows on decaying leaves.,菌は腐葉土に生えます。
onset,"【名】始まり, 発症.",/ˈɒnsɛt/,The onset of winter brings cold temperatures and snow.,冬の始まりは寒い気温と雪をもたらします。
urine,【名】尿.,/ˈjʊərɪn/,She collected a urine sample for the doctor.,彼女は医者のために尿のサンプルを集めました。
velocity,"【名】速度, 速さ.",/vɪˈlɑːsɪti/,The velocity of the car was incredible.,車の速度は信じられないほどでした。
lateral,"【形】側面の, 横の.",/ˈlætərəl/,The company is exploring new lateral strategies to increase profits.,利益を上げるために、新たな横展開の戦略を模索しています。
multinational,【形】多国籍の;【名】多国籍企業.,/mʌl.tiˈnæʃ.ə.nəl/,The multinational company has subsidiaries in over 50 countries.,その多国籍企業は50以上の国に系列会社を持っています。
nitrogen,【名】窒素.,/ˈnaɪtrədʒən/,Nitrogen is the most abundant gas in the Earth's atmosphere.,窒素は地球の大気中で最も豊富な気体です。
precipitation,"【名】降水, 降水量.",/pɹɪˌsɪpɪˈteɪʃən/,The forecast predicts heavy precipitation for tomorrow.,明日は大雨が予想されています。
susceptible,【形】影響を受けやすい.,/səˈsɛptəbəl/,She is susceptible to colds.,彼女は風邪を引きやすい。
nominal,"【形】名目上の, 名義上の.",/nɑːˈmɪnəl/,The company made nominal changes to its policies.,会社は政策に名目上の変更を加えました。
vocabulary,"【名】語彙, ボキャブラリー.",/vəˈkæbjəˌlɛri/,I need to expand my vocabulary.,私は語彙を増やす必要があります。
induction,"【名】誘導, 誘発.",/ɪnˈdʌkʃən/,The induction ceremony for new employees will be held next week.,新入社員のための入社式が来週行われます。
dilute,"【動】希釈する, 薄める.",/dɪˈluːt/,You need to dilute the paint with water before applying it.,塗る前に絵の具を水で薄める必要があります。
incumbent,【形】現職の;【名】現職者.,/ɪnˈkʌmbənt/,The incumbent president is seeking re-election.,現職の大統領は再選を目指しています。
trajectory,"【名】軌道, 軌跡.",/tɹəˈdʒɛk.tɹi/,The missile followed a predictable trajectory.,ミサイルは予測可能な弾道をたどった。
bilingual,【形】二言語を使う;【名】二言語話者.,/baɪˈlɪŋɡwəl/,My cousin is bilingual; she can speak both English and Spanish fluently.,私のいとこはバイリンガルで、英語とスペイン語を流暢に話すことができます。
sub,"【接頭】下, 部分.",/sʌb/,The navy deployed a sub to search for the missing submarine.,海軍は行方不明の潜水艦を捜索するために潜水艦を展開しました。
transcribe,"【動】転写する, 書き写す.",/trænˈskraɪb/,I need to transcribe this audio recording into text.,この音声録音をテキストに書き起こす必要があります。
entrant,"【名】参加者, 参入者.",/ˈɛntrənt/,The entrant was excited to participate in the competition.,参加者は競技に参加することを楽しみにしていました。
watershed,"【名】分水嶺, 転換点.",/ˈwɔːtərʃɛd/,"The river flows through the watershed, dividing the land into two separate drainage basins.",その川は分水嶺を通って流れ、土地を二つの別々の流域に分けています。
tech,【名】技術;【形】技術の.,/tɛk/,I work in the tech industry.,私はテクノロジー業界で働いています。
specification,"【名】仕様, 仕様書.",/spɛsɪfɪˈkeɪʃən/,The specification of the product is provided in the user manual.,製品の詳細は取扱説明書に記載されています。
diagram,"【名】図, 図表.",/ˈdaɪ.əˌɡræm/,I drew a diagram to explain the process.,私はプロセスを説明するために図を描きました。
stimulus,"【名】刺激, 刺激物.",/stɪˈmjʊləs/,The loud music was a stimulus for the crowd to start dancing.,大音量の音楽は、人々が踊り始める刺激となった。
horizon,"【名】地平線, 視野.",/həˈraɪzən/,The sun sets below the horizon.,太陽は地平線の下に沈みます。
authority,"【名】権威, 権限.",/əˈθɔːrəti/,The mayor has the authority to make decisions for the city.,市長には市の決定を下す権限があります。
disadvantage,"【名】不利, 欠点.",/dɪsədˈvæntɪdʒ/,One disadvantage of living in a big city is the high cost of living.,大都市に住むことの一つの不利な点は高い生活費です。
dominant,"【形】支配的な, 優勢な.",/dɑˈmɪnənt/,She has a dominant personality.,彼女は支配的な性格を持っています。
numerical,"【形】数値の, 数の.",/njuːˈmɛrɪkəl/,She has a numerical advantage over her opponents.,彼女は相手より数的優位に立っている。
puzzle,"【名】パズル, 難題.",/ˈpʌzəl/,His behavior puzzled me.,彼の行動に私は、困惑した。
simplify,"【動】簡素化する, 単純化する.",/sɪm.plɪ.faɪ/,We need to simplify the process.,私たちはプロセスを簡単にする必要があります。
portray,"【動】描写する, 表現する.",/pɔːrˈtreɪ/,The movie accurately portrays what it was like to live in the 19th century.,この映画は、19 世紀の生活がどのようなものであったかを正確に描写しています。
reproduce,"【動】再生する, 繁殖する.",/ˌriː.prəˈduːs/,Scientists are trying to reproduce the experiment to confirm the results.,科学者たちは結果を確認するために実験を再現しようとしています。
transmit,"【動】伝える, 送信する.",/trænzˈmɪt/,The radio waves transmit information from one device to another.,無線波は情報を一つの機器から別の機器に伝えます。
physics,【名】物理学.,/fɪˈzɪksɪz/,I studied physics in college.,私は大学で物理学を勉強しました。
virtue,"【名】美徳, 長所.",/'vɜːrtʃuː/,What do you feel are the virtues of this company?,この会社の良いところはどこだと思いますか？
afterward,【副】その後.,/ˈæftərwərd/,I will clean the house afterward.,私はあとで家を掃除します。
instinct,"【名】本能, 直感.",/ˈɪnstɪŋkt/,Her instinct told her to trust him.,彼女の本能は彼を信じるように言った。
workshop,"【名】ワークショップ, 研修.",/'wɜːrkʃɒp/,My father spends most of his time in his workshop.,私の父は彼の仕事場でほとんどの時間を過ごします。
wheat,【名】小麦.,/wiːt/,Wheat is a staple crop in many countries.,小麦は多くの国で主要な作物です。
distribution,"【名】分布, 配分.",/dɪstrɪˈbjuːʃən/,The distribution of goods is an important aspect of the supply chain.,商品の流通はサプライチェーンの重要な側面です。
obscure,【形】不明瞭な;【動】隠す.,/əbˈskjʊr/,The meaning of the poem was obscure.,詩の意味は不明瞭だった。
destination,"【名】目的地, 行き先.",/dɛstɪˈneɪʃən/,What's the destination of this ship?,この船の目的地はどこですか。
threshold,"【名】閾値, 境界.",/ˈθɹɛʃ.hoʊld/,The threshold for passing the exam is set at 70%.,試験の合格ラインは70％に設定されています。
particle,"【名】粒子, 微粒子.",/ˈpɑːrtɪkəl/,The particle is very small.,その粒子はとても小さいです。
feedback,"【名】フィードバック, 反応.",/ˈfiːdbæk/,I appreciate your feedback on the project.,プロジェクトに対するフィードバックをいただけると幸いです。
proposition,"【名】命題, 提案.",/prəˈpɑzɪʃən/,The proposition was met with strong opposition from the members.,その提案はメンバーから強い反対を受けました。
scatter,"【動】散らす, 散乱させる.",/'skætər/,The wind scattered the leaves across the yard.,風が葉っぱを庭中に散らかした。
offspring,"【名】子孫, 末裔.",/ˈɒfˌsprɪŋ/,She loves spending time with her offspring.,彼女は子供たちと過ごすことが大好きです。
gut,"【名】腸, 内臓.",/ɡʌt/,He had a gut feeling that something was wrong.,彼は何かがおかしいという直感を持っていた。
absorb,"【動】吸収する, 吸い込む.",/əbˈsɔːrb/,Plants absorb sunlight to perform photosynthesis.,植物は光合成を行うために太陽光を吸収します。
accent,"【名】アクセント, なまり.",/ˈæksənt/,She speaks English with a foreign accent.,彼女は外国なまりのある英語を話す。
accurately,"【副】正確に, 的確に.",/ˈækjərətli/,He accurately described what happened there.,彼はそこで起きたことを正確に描写した。
acute,"【形】鋭い, 急性の.",/əˈkjut/,The eagle has an acute vision that allows it to spot its prey from a great distance.,鷲は鋭い視力を持っており、遠くから獲物を見つけることができます。
admission,"【名】入場, 許可.",/ədˈmɪʃən/,The museum offers free admission to students on weekends.,週末には、学生は無料でその博物館に入場できる。
aesthetic,"【形】美的な, 審美的な.",/ɛsˈθɛtɪk/,The aesthetic appeal of the painting captivated everyone in the room.,その絵の美的な魅力に、部屋中の人々が魅了されました。
aggregate,【名】集計;【形】集計の.,/ˈæɡrɪɡət/,The company will aggregate data from various sources to analyze customer behavior.,会社は顧客の行動を分析するために、さまざまな情報源からデータを集約します。
aluminum,【名】アルミニウム.,/əˈluːmɪnəm/,The soda can is made of aluminum.,そのソーダ缶はアルミニウムでできています。
amongst,【前】～の間に.,/əˈmʌŋst/,The truth is often found hidden amongst the lies.,真実はしばしば嘘の間に隠されて見つかるものです。
architect,【名】建築家.,/ˈɑːrkɪtɛkt/,My brother is studying to become an architect.,私の兄は建築家になるために勉強しています。
archaeology,【名】考古学.,/ɑrkiˈɑlədʒi/,Archaeology is the study of human history through the excavation and analysis of artifacts and other physical remains.,考古学は、遺物や他の物理的な遺跡の発掘と分析を通じて人類の歴史を研究する学問です。
artifact,"【名】人工物, 工芸品.",/ˈɑːrtɪfækt/,The museum displayed a beautiful artifact from ancient Egypt.,博物館は古代エジプトの美しい工芸品を展示していました。
assignment,"【名】課題, 宿題.",/əˈsaɪnmənt/,When will your assignment be completed?,君の宿題はいつ終わりますか。
axis,【名】軸.,/ˈæksɪs/,The earth rotates on its axis.,地球はその軸上で回転します。
backward,"【副】後ろ向きに, 逆に.",/bækwərd/,He took a step backward when he saw the snake.,彼は蛇を見て後方へ一歩下がった。
basin,"【名】盆地, 水たまり.",/ˈbeɪsən/,Please fill the basin with water.,たらいに水を入れてください。
beam,"【名】ビーム, 光線.",/biːm/,The construction worker is installing the beam in the new building.,建設作業員が新しい建物にはりを取り付けています。
behavioral,"【形】行動の, 行動に関する.",/bɪˈheɪvjərəl/,His behavioral problems are causing issues at school.,彼の行動上の問題が学校で問題を引き起こしています。
blank,【形】空白の;【名】空白.,/blæŋk/,The sky was blank and empty.,空は空しく、何もない状態だった。
bonus,"【名】ボーナス, 賞与.",/'boʊnəs/,I received a bonus for my hard work.,私は頑張った成果としてボーナスを受け取りました。
bubble,"【名】泡, バブル.",/ˈbʌbəl/,The children are blowing bubbles.,子供たちがシャボン玉を吹いている。
calculation,"【名】計算, 見積もり.",/kæl.kjuˈleɪ.ʃən/,I need to do some calculation for this project.,このプロジェクトのために計算をしなければなりません。
calcium,【名】カルシウム.,/'kælsiəm/,Calcium is an essential mineral for strong bones and teeth.,カルシウムは、強い骨と歯のために必要な重要なミネラルです。
civilization,"【名】文明, 文明化.",/sɪvəlaɪˈzeɪʃən/,The ancient civilization of Egypt built impressive pyramids.,古代エジプトの文明は印象的なピラミッドを建設しました。
click,【動】クリックする;【名】クリック音.,/klɪk/,"If you enjoyed this, please give a click on the vote link!",お楽しみいただけましたら、ポチっと１票お願いいたします！
cognitive,"【形】認知の, 認識の.",/kɑˈɡnɪtɪv/,Cognitive abilities decline with age.,年齢とともに認知能力は低下する。
commodity,"【名】商品, 物品.",/kəˈmɑːdəti/,The price of the commodity has increased due to high demand.,需要の高まりにより、商品の価格が上昇しました。
comparative,"【形】比較の, 比較的な.",/kəmˈpær.ə.tɪv/,She is taller than her sister.,彼女は妹よりも背が高いです。
compensate,"【動】補償する, 埋め合わせる.",/kɑm.pənˌseɪt/,The company will compensate the employees for their overtime work.,会社は従業員に残業代を補償します。
comprehension,"【名】理解, 理解力.",/kɑmprɪˈhɛnʃən/,Reading comprehension is an important skill for academic success.,読解力は学業の成功に重要なスキルです。
conference,"【名】会議, 学会.",/ˈkɑnfərəns/,I attended a conference last week.,先週、私は会議に出席しました。
confine,"【動】制限する, 閉じ込める.",/kənˈfaɪn/,The study will confine its focus on children under 10 years old.,その研究は10歳未満の子供に焦点を限定する。
confound,"【動】困惑させる, 混同する.",/kənˈfaʊnd/,The results of the experiment confound the researchers.,実験の結果は研究者を困惑させる。
contrary,"【形】反対の, 逆の;【名】反対.",/'kɒntrəri/,Their proposition is contrary to ours.,彼らの提案は我々のと反対である。
controversy,"【名】論争, 議論.",/kɒntrəˈvɜːrsi/,There is a lot of controversy surrounding the new government policy.,新しい政府の政策には多くの論争がある。
converge,"【動】収束する, 集中する.",/'kɒnvɜːdʒ/,The protesters will converge at the city center.,抗議者たちは市の中心部で集まる予定です。
