entry,meaning,ipa,example_sentence,translated_sentence
proficiency,"【名】習熟, 熟達",/prəˈfɪʃənsi/,She has a high level of proficiency in English.,彼女は英語の能力が高いです。
merit,"【名】メリット, 利点",/'mɛrɪt/,One of the merits of studying abroad is the opportunity to learn a new language.,留学のメリットの一つは新しい言語を学ぶ機会です。
ward,"【名】病棟, 区",/wɔrd/,I live in the ward.,私は区に住んでいます。
prospective,【形】見込みのある;【名】見込み客,/prəˈspɛktɪv/,She has a prospective job offer.,彼女は先の仕事のオファーを受けている。
reproduce,"【動】再生する, 複製する",/ˌriː.prəˈduːs/,Scientists are trying to reproduce the experiment to confirm the results.,科学者たちは結果を確認するために実験を再現しようとしています。
recruitment,"【名】採用活動, 募集",/rɪˈkruːtmənt/,Our company is currently recruiting new employees.,私たちの会社は現在、新しい社員を募集しています。
transmit,"【動】送信する, 伝達する",/trænzˈmɪt/,The radio waves transmit information from one device to another.,無線波は情報を一つの機器から別の機器に伝えます。
paperwork,"【名】事務手続き, 書類業務",/'peɪpərwɜrk/,I need to finish my paperwork before the deadline.,締め切り前に書類を仕上げる必要があります。
physics,【名】物理学,/fɪˈzɪksɪz/,I studied physics in college.,私は大学で物理学を勉強しました。
afterward,【副】その後,/ˈæftərwərd/,I will clean the house afterward.,私はあとで家を掃除します。
commerce,"【名】商業, 商取引",/ˈkɒmɜːs/,E-commerce has revolutionized the way we shop.,Eコマースは私たちの買い物の仕方を革命化しました。
withdrawal,"【名】引き出し, 撤退",/wɪðˈdrɔəl/,I made a withdrawal from the bank yesterday.,昨日、私は銀行から引き出しをしました。
harmful,【形】有害な,/'hɑːrmfəl/,Exposure to harmful chemicals can have serious health effects.,有害な化学物質にさらされると、重篤な健康影響が出る可能性があります。
bulletin,"【名】掲示板, 通達",/'bʊlɪtɪn/,I read the bulletin every morning to stay updated.,毎朝、最新情報を知るために掲示板を読みます。
caller,【名】電話をかける人,/'kɔlər/,The caller asked for the manager.,電話をかけた人はマネージャーを求めました。
cargo,【名】貨物,/'kɑːrɡoʊ/,The cargo ship arrived at the port.,貨物船が港に到着しました。
memorandum,"【名】覚書, メモ",/mɛməˈrændəm/,I need to write a memorandum for the meeting tomorrow.,明日の会議のためにメモを書かなければなりません。
workshop,"【名】ワークショップ, 研修会",/'wɜːrkʃɒp/,My father spends most of his time in his workshop.,私の父は彼の仕事場でほとんどの時間を過ごします。
distribution,"【名】配布, 分配",/dɪstrɪˈbjuːʃən/,The distribution of goods is an important aspect of the supply chain.,商品の流通はサプライチェーンの重要な側面です。
destination,【名】目的地,/dɛstɪˈneɪʃən/,What's the destination of this ship?,この船の目的地はどこですか。
mower,【名】芝刈り機,/ˈmoʊ.ər/,The mower is in the shed.,芝刈り機は納屋にあります。
feedback,【名】フィードバック,/ˈfiːdbæk/,I appreciate your feedback on the project.,プロジェクトに対するフィードバックをいただけると幸いです。
subsidize,"【動】助成する, 補助金を支給する",/səbˈsaɪ.daɪz/,The government decided to subsidize the new renewable energy project.,政府は新しい再生可能エネルギープロジェクトを補助することを決定しました。
oblige,【動】義務付ける,/əˈblaɪdʒ/,I am obliged to help my friend move to a new apartment.,私は友人が新しいアパートに引っ越すのを手伝わなければならない義務があります。
inventory,"【名】在庫, 目録",/ˈɪnvəntəri/,I need to check the inventory before [[placing the order.]],注文する前に在庫を確認する必要があります。
irritate,【動】苛立たせる,/ˈɪrɪteɪt/,The answer irritated me.,その返事は私をいらいらさせた。
rental,"【名】賃貸, レンタル",/ˈrɛntəl/,I need to return my rental car by tomorrow.,明日までにレンタカーを返さなければなりません。
absorb,【動】吸収する,/əbˈsɔːrb/,Plants absorb sunlight to perform photosynthesis.,植物は光合成を行うために太陽光を吸収します。
accent,【名】アクセント,/ˈæksənt/,She speaks English with a foreign accent.,彼女は外国なまりのある英語を話す。
accessory,【名】アクセサリー,/əkˈsɛsəri/,The shop sells expensive accessories for women.,その店では女性用の高価なアクセサリーを売っている。
accurately,【副】正確に,/ˈækjərətli/,He accurately described what happened there.,彼はそこで起きたことを正確に描写した。
adhere,"【動】固守する, 付着する",/ədˈhɪər/,It is important to adhere to the rules and regulations.,規則と規制を守ることが重要です。
administer,"【動】管理する, 実施する",/ədˈmɪnəstər/,The mayor will administer the city for the next four years.,市長は次の4年間、この都市を治めます。
admission,"【名】入場, 入学",/ədˈmɪʃən/,The museum offers free admission to students on weekends.,週末には、学生は無料でその博物館に入場できる。
advisable,"【形】望ましい, 賢明な",/ədˈvaɪzəbəl/,It is advisable to check the weather forecast before planning a picnic.,ピクニックを計画する前に天気予報を確認することが賢明です。
alike,【形】似ている,/əˈlaɪk/,"Despite their differences, the two paintings are very much alike.",それらの違いにもかかわらず、その2つの絵は非常に似ています。
alternate,【形】交替の;【名】代替案,/ˈɔːltərnət/,The traffic lights alternate between red and green.,信号は赤と緑が交互に変わります。
ambitious,【形】野心的な,/æmˈbɪʃəs/,He was ambitious of success in business.,彼は実業家として成功したいと熱望していた。
amuse,【動】楽しませる,/əˈmjuːz/,The clown's antics never fail to amuse the children.,道化師の道化は、子供たちを必ず楽しませます。
annoy,【動】いらいらさせる,/əˈnɔɪ/,It really annoys me when you don't clean up after yourself.,自分の後片付けをしないとき、本当にイライラします。
architect,【名】建築家,/ˈɑːrkɪtɛkt/,My brother is studying to become an architect.,私の兄は建築家になるために勉強しています。
assignment,"【名】課題, 任務",/əˈsaɪnmənt/,When will your assignment be completed?,君の宿題はいつ終わりますか。
attendant,"【名】係員, 乗務員",/əˈtɛndənt/,The attendant nurse took care of the patient throughout the night.,付き添いの看護師は一晩中患者の世話をした。
auditorium,"【名】講堂, 大ホール",/ɔːdɪˈtɔːriəm/,The auditorium was filled with an eager audience waiting for the play to start.,劇が始まるのを待つ熱心な観客で聴衆席はいっぱいだった。
auto,【名】自動車,/ˈɔːtoʊ/,I need to get my auto serviced this weekend.,今週末、私の自動車のメンテナンスをしなければなりません。
balcony,【名】バルコニー,/'bæl.kə.ni/,I enjoy drinking coffee on the balcony in the morning.,私は朝、バルコニーでコーヒーを飲むのが好きです。
bankrupt,【形】破産した,/'bæŋk.rʌpt/,"That company is, in effect, bankrupt.",その会社は事実上は倒産だ。
born,【形】生まれた,/bɔrn/,She was born in a small town.,彼女は小さな町で生まれました。
boardroom,"【名】役員会議室, 重役会議室",/bɔːrdruːm/,The executives gathered in the boardroom to discuss the company's future plans.,役員たちは会社の将来計画について話し合うためにボードルームに集まった。
bonus,【名】ボーナス,/'boʊnəs/,I received a bonus for my hard work.,私は頑張った成果としてボーナスを受け取りました。
brainstorm,【動】ブレインストーミングを行う,/ˈbreɪnstɔrm/,"During the brainstorming session, she had a temporary mental breakdown.",ブレインストーミングのセッション中、彼女は一時的な精神錯乱を起こしました。
brake,【名】ブレーキ;【動】ブレーキをかける,/bɹeɪk/,He stepped on the brake to stop the car.,彼は車を止めるためにブレーキを踏んだ。
buffet,【名】ビュッフェ;【動】ビュッフェ形式で提供する,/ˈbʊfeɪ/,I love going to the buffet and trying all the different types of food.,私はビュッフェに行って、さまざまな種類の食べ物を試すのが大好きです。
calculation,【名】計算,/kæl.kjuˈleɪ.ʃən/,I need to do some calculation for this project.,このプロジェクトのために計算をしなければなりません。
certify,"【動】証明する, 認証する",/sərˈtɪfaɪ/,The document needs to be certified before it can be submitted.,書類は提出する前に証明される必要があります。
checkout,"【名】レジ, チェックアウト",/ˈtʃɛkaʊt/,I went to the checkout to pay for my groceries.,私は精算所に行って食料品の支払いをしました。
click,【動】クリックする,/klɪk/,"If you enjoyed this, please give a click on the vote link!",お楽しみいただけましたら、ポチっと１票お願いいたします！
clerk,"【名】事務員, 店員",/klɜːrk/,The clerk helped me find the right size.,店員が私に適切なサイズを見つけるのを手伝ってくれました。
colorful,【形】色鮮やかな,/ˈkʌlərfʊl/,The garden is filled with colorful flowers.,庭は色彩に富んだ花でいっぱいです。
comb,【名】くし;【動】くしでとかす,/kəʊm/,This is a wooden comb.,これは木のくしです。
compensate,【動】補償する,/kɑm.pənˌseɪt/,The company will compensate the employees for their overtime work.,会社は従業員に残業代を補償します。
comprehension,"【名】理解, 理解力",/kɑmprɪˈhɛnʃən/,Reading comprehension is an important skill for academic success.,読解力は学業の成功に重要なスキルです。
conductor,"【名】指揮者, 車掌",/kənˈdʌktər/,The conductor led the orchestra with great skill.,指揮者は大きな技術でオーケストラを指導しました。
conference,"【名】会議, 会談",/ˈkɑnfərəns/,I attended a conference last week.,先週、私は会議に出席しました。
conform,"【動】順応する, 従う",/kənˈfɔrm/,It is important to conform to the rules and regulations of the company.,会社の規則や規制に従うことが重要です。
congratulation,"【名】お祝い, 祝辞",/kənˌɡrætʃəˈleɪʃən/,Congratulations on your promotion!,昇進おめでとう！
congestion,"【名】混雑, 渋滞",/kənˈdʒɛs.tʃən/,The city is experiencing heavy congestion due to the influx of tourists.,観光客の流入により、都市は混雑しています。
confirmation,"【名】確認, 確証",/kɑːn.fərˈmeɪ.ʃən/,I need confirmation that the package has been delivered.,私は荷物が配達されたことを確認する必要があります。
contestant,"【名】出場者, 競技者",/kənˈtɛstənt/,The contestant gave a remarkable performance in the talent show.,その争う人は才能ショーで素晴らしいパフォーマンスを披露しました。
contrary,【形】反対の;【名】反対,/'kɒntrəri/,Their proposition is contrary to ours.,彼らの提案は我々のと反対である。
convenience,"【名】便利, 便益",/kənˈviːniəns/,Convenience is important when choosing a place to live.,住む場所を選ぶ際には、便利さが重要です。
conveniently,【副】便利に,/kənˈviːniəntli/,I live conveniently close to the grocery store.,私は都合よくスーパーマーケットの近くに住んでいます。
convenient,【形】便利な,/kənˈviːniənt/,This app is very convenient for managing your schedule.,このアプリはスケジュール管理にとても便利です。
cooperate,【動】協力する,/kəʊˈɒpəreɪt/,We need to cooperate with each other to achieve our goals.,私たちは目標を達成するためにお互いに協力する必要があります。
costly,【形】高価な,/'kɒstli/,The designer handbag was too costly for me to afford.,私には手の届かないほどデザイナーハンドバッグは高価でした。
costume,【名】衣装,/'kɒstjuːm/,She wore a beautiful costume for the Halloween party.,彼女はハロウィンパーティーのために美しい衣装を着ていました。
counselor,"【名】カウンセラー, 相談役",/ˈkaʊnsələr/,The counselor provided guidance to the students.,助言者は学生たちに指導を提供しました。
creativity,【名】創造性,/kɹiːˈeɪtɪvɪti/,Creativity is the key to innovation.,創造性は革新の鍵です。
cushion,【名】クッション,/ˈkʊʃən/,I like to sit on a soft cushion while reading.,読書をする時は柔らかいクッションに座るのが好きです。
deadline,"【名】締め切り, 期限",/ˈdɛdˌlaɪn/,I need to submit my report before the deadline.,最終期限までにレポートを提出しなければなりません。
dependable,【形】信頼できる,/dɪˈpɛndəbəl/,He is a dependable friend who I can always rely on.,彼はいつも頼りになる信頼できる友達です。
designate,【動】指名する,/dɪˈzɪɡ.neɪt/,I will designate you as the team leader.,私はあなたをチームリーダーと指定します。
diagnose,【動】診断する,/ˈdaɪəɡnoʊz/,The doctor was able to diagnose the patient's illness.,医者は患者の病気を診断することができました。
disable,【動】無効にする,/dɪˈseɪbəl/,They disable the security system.,彼らはセキュリティシステムを無効にします。
disconnect,【動】接続を切る,/dɪskəˈnɛkt/,I decided to disconnect from social media for a while.,しばらくの間、ソーシャルメディアとの関係を絶つことに決めました。
distract,【動】気を散らす,/dɪˈstrækt/,The loud noise distracted me from my work.,大きな音が私の仕事から注意をそらした。
dive,【動】潜る,/daɪv/,He decided to dive from the cliff into the deep blue sea.,彼は断崖から深い青い海に飛び込むことを決めた。
dock,"【名】波止場, ドック",/dɑk/,The ship pulled into the dock to unload its cargo.,船は荷物を降ろすためにドックに入った。
documentation,"【名】書類, 文書",/dɑkjəmɛnˈteɪʃən/,The documentation for this software is comprehensive and easy to understand.,このソフトウェアのドキュメンテーションは包括的で理解しやすいです。
drawback,"【名】欠点, 短所",/ˈdrɔːbæk/,One major drawback of living in a big city is the high cost of living.,大都市に住むことの大きな欠点は、生活費の高さです。
downstairs,【副】階下に;【形】階下の,/ˈdaʊnˌsteərz/,The meeting room is downstairs.,会議室は階段を降りたところにあります。
duplicate,【形】複製の;【名】複製;【動】複製する,/djuːplɪkət/,Be careful not to duplicate any files when you transfer them to the new folder.,新しいフォルダにファイルを移動する際に、重複しないように注意してください。
duration,"【名】持続期間, 継続時間",/djʊˈreɪʃən/,The duration of the movie was two hours.,映画の時間は2時間でした。
eager,【形】熱心な,/ˈiːɡər/,She is eager to learn new things.,彼女は新しいことを学びたいと熱望しています。
economical,"【形】経済的な, 節約の",/ˌiː.kəˈnɒ.mɪ.kəl/,This car is very economical.,この車はとても経済的です。
economist,【名】経済学者,/ɪˈkɒnəmɪst/,The economist predicted a recession in the next quarter.,経済学者は次の四半期に景気後退を予測しました。
electrical,【形】電気の,/ɪˈlɛktrɪkəl/,I need to call an electrician to fix the electrical problem in my house.,家の電気の問題を修理するために電気技師に電話しなければなりません。
electrician,【名】電気技師,/ɪˌlɛkˈtrɪʃən/,The electrician fixed the wiring in my house.,電気技師が私の家の配線を修理しました。
elevator,【名】エレベーター,/ˈɛlɪveɪtər/,The elevator is out of order.,エレベーターが故障しています。
eligible,【形】資格のある,/ɛlɪdʒəbəl/,She is eligible for the scholarship.,彼女は奨学金の対象となる。
embed,【動】埋め込む,/ɪmˈbɛd/,The workers will embed the steel rods into the concrete.,労働者たちは鉄筋をコンクリートに埋め込む予定です。
engagement,"【名】約束, 婚約",/ɪnˈɡeɪdʒmənt/,The couple announced their engagement last night.,夫婦は昨夜、婚約を発表しました。
equip,【動】装備する,/ɪˈkwɪp/,He equipped himself with the necessary tools for the job.,彼は仕事のために必要な道具を装備した。
excellence,"【名】卓越, 優秀",/ˈɛksələns/,She demonstrated excellence in her work.,彼女は仕事で優秀さを示しました。
factual,【形】事実に基づいた,/'fæk(t)ʃuəl/,The scientist presented factual evidence to support his theory.,科学者は彼の理論を支持するための事実に基づく証拠を提示しました。
familiarity,"【名】親しみ, よく知っていること",/fəˌmɪliˈærəti/,Familiarity breeds contempt.,親しみは軽蔑を生む。
favorable,"【形】好意的な, 有利な",/'feɪvərəbəl/,He received a favorable response from the audience.,彼は観客から好意的な反応を受けました。
faulty,【形】欠陥のある,/'fɔːlti/,The faulty machine caused the production to stop.,欠陥のある機械が生産を停止させました。
ferry,【名】フェリー,/ˈfɛri/,I took the ferry to the island.,私は渡し船で島に行きました。
forum,"【名】フォーラム, 会議",/ˈfɔː.rəm/,I attended a forum on ancient Roman history.,私は古代ローマの歴史に関するフォーラムに参加しました。
freelance,【名】フリーランス;【副】フリーランスで,/'friː.læns/,I work as a freelance graphic designer.,私はフリーランスのグラフィックデザイナーとして働いています。
freight,"【名】貨物, 運送",/frɛɪt/,The freight train arrived at the station on time.,貨物列車は時間通りに駅に到着しました。
gallon,【名】ガロン,/ˈɡælən/,I bought a gallon of milk at the grocery store.,私はスーパーマーケットで牛乳を１ガロン買いました。
gardener,【名】庭師,/ˈɡɑːrdnər/,The gardener is pruning the bushes in the garden.,植木屋が庭の木々を剪定しています。
graph,【名】グラフ,/ɡræf/,I created a graph to visualize the data.,データを視覚化するためにグラフを作成しました。
gossip,"【名】ゴシップ, 噂話;【動】噂話をする",/ˈɡɑsɪp/,I heard some juicy gossip about our neighbor.,私たちの隣人についてのおもしろいうわさを聞いた。
grill,【名】グリル;【動】グリルで焼く,/ɡrɪl/,The chef cooked an alfonsino on the grill.,シェフはグリルで金目鯛を焼きました。
gym,"【名】体育館, ジム",/dʒɪm/,I go to the gym every morning to work out.,毎朝、体を鍛えるためにジムに行きます。
hereby,【副】ここに,/hɪərˈbaɪ/,I hereby declare that I will be running for president.,私はここに、私が大統領に立候補することを宣言します。
hike,【動】ハイキングする,/haɪk/,I love to hike in the mountains.,私は山でハイキングするのが大好きです。
inexpensive,"【形】安価な, 手頃な価格の",/ɪnˈɛkspɛnsɪv/,This restaurant offers inexpensive meals.,このレストランは安価な食事を提供しています。
insert,【動】挿入する,/ɪnˈsɜːrt/,Please insert the key into the lock.,鍵をロックに差し込んでください。
intern,【名】インターン,/ˈɪntərn/,I worked as an intern at a tech company last summer.,私は去年の夏、テック企業でインターンとして働きました。
irrelevant,【形】無関係な,/ɪˈrɛləvənt/,The color of the walls is irrelevant to the overall design.,壁の色は全体のデザインには無関係です。
jam,【名】ジャム (食べ物),/dʒæm/,I spread jam on my toast every morning.,毎朝、私はトーストにジャムを塗ります。
jewelry,【名】ジャム (食べ物),/dʒuːəlri/,She wore a beautiful piece of jewelry to the party.,彼女はパーティーに美しい宝石を身に着けていました。
jet,【名】宝石類,/dʒɛt/,The jet took off in a hurry.,ジェット機は急いで離陸した。
juice,【名】ジェット機,/dʒuːs/,I love to drink a glass of freshly squeezed juice.,私は新鮮なジュースを一杯飲むのが大好きです。
keyboard,【名】ジュース,/ˈkiː.bɔːd/,I love playing the piano. The keyboard is my favorite part.,私はピアノを弾くのが大好きです。鍵盤は私のお気に入りの部分です。
leak,【名】キーボード,/liːk/,There was a leak in the pipe.,パイプに漏れがありました。
lecturer,【動】漏れる;【名】漏れ,/ˈlɛktʃərər/,The lecturer gave an informative presentation on the topic.,講演者はそのトピックについての情報を提供するプレゼンテーションを行いました。
logical,【名】講師,/lɑːdʒɪkəl/,Logical reasoning is an important skill in the field of philosophy.,論理的な推論は哲学の分野で重要なスキルです。
mask,【形】論理的な,/mæsk/,She wore a mask to protect herself from the dust.,彼女はほこりから身を守るためにマスクを着用しました。
mechanic,【名】マスク;【動】隠す,/məˈkænɪk/,The mechanic fixed my car.,機械工は私の車を修理しました。
merge,【名】整備士,/mɜːrdʒ/,The two companies decided to merge in order to expand their market share.,2つの会社は市場シェアを拡大するために合併することを決定しました。
needy,"【動】合併する, 統合する",/'ni.di/,We should help the needy.,我々は貧しい人たちを援助すべきだ。
obtain,【形】困窮している,/əbˈteɪn/,I was able to obtain the information I needed.,必要な情報を手に入れることができました。
occurrence,"【動】得る, 獲得する",/əˈkɜrəns/,The occurrence of the event was unexpected.,事件の発生は予期されなかった。
overview,【名】出来事,/ˈoʊvərˌvjuː/,"Before we get into the details, let me give you a brief overview of the project.",詳しい説明に入る前に、プロジェクトの概要を説明します。
pad,【名】概要,/pæd/,I always keep a pad of paper and a pen in my bag.,私はいつもバッグにメモ帳とペンを持ち歩いています。
performer,"【名】パッド, 当て物",/pɚˈfɔːrmɚ/,The performer captivated the audience with their incredible talent.,パフォーマーは信じられない才能で観客を魅了しました。
pepper,"【名】演者, パフォーマー",/'pɛpər/,I like to sprinkle pepper on my pizza.,私はピザにこしょうをふりかけるのが好きです。
polish,【名】コショウ,/pɑˈlɪʃ/,I need to polish my shoes before the party.,パーティー前に靴を磨かないといけない。
pollute,【動】磨く,/pəˈlut/,Burning fossil fuels pollute the air.,化石燃料の燃焼は空気を汚染する。
popularity,【動】汚染する,/pɒp.jʊˈlær.ɪ.ti/,The new movie is gaining popularity among audiences.,新しい映画は観客の間で人気を集めています。
premium,"【名】人気, 評判",/'priː.miəm/,I got a premium for subscribing to the magazine.,その雑誌の購読予約をして景品をもらった。
probable,"【名】保険料, プレミアム",/ˈprɑbəbəl/,It is probable that it will rain tomorrow.,明日は雨が降る可能性があります。
rainfall,"【形】ありそうな, 可能性の高い",/ˈreɪnfɔːl/,The heavy rainfall caused flooding in the city.,大雨が都市で洪水を引き起こしました。
receptionist,"【名】降雨, 雨量",/rɪˈsɛpʃənɪst/,The receptionist greeted the guests with a warm smile.,受付係は温かい笑顔でお客様を迎えました。
referee,【名】受付係,/ˌɹɛfəˈɹiː/,The referee blew the whistle to start the game.,審判はゲームを始めるために笛を吹いた。
renew,【名】審判,/rɪˈnjuː/,I need to renew my passport before it expires.,パスポートの有効期限が切れる前に更新する必要があります。
reunion,【動】更新する,/ˌriːˈjuːnjən/,I am looking forward to our reunion next month.,来月の再会を楽しみにしています。
rug,"【名】再会, 同窓会",/rʌɡ/,I bought a new rug for my living room.,リビングルーム用に新しいラグを買いました。
safely,"【名】敷物, ラグ",/ˈseɪfli/,He drove safely to his destination.,彼は安全に目的地に運転した。
salon,【副】安全に,/'sælɑn/,I'm going to the salon to get a haircut.,美容院に行って髪を切ります。
sew,【名】サロン,/səʊ/,She loves to sew her own clothes.,彼女は自分の服を縫うことが大好きです。
sidewalk,【動】縫う,/ˈsaɪd.wɔːk/,I saw a cat walking on the sidewalk.,私は歩道を歩く猫を見ました。
skate,【名】歩道,/skeɪt/,I love to skate at the ice rink.,私はアイスリンクでスケートするのが大好きです。
skim,【動】スケートする,/skɪm/,I like to skim through books to get a general idea of the content.,本の内容をざっと見て、大まかなアイデアを得るのが好きです。
sleepy,【動】ざっと読む,/sliːpi/,I feel sleepy after staying up late last night.,昨夜遅くまで起きていたので、眠いです。
spite,【形】眠い,/spaɪt/,"She couldn't understand why he would resort to such spite, sabotaging her project just because she wouldn't go out with him.",彼女は、なぜ彼女が付き合わないからといって、彼がそのよう　に恨みに持って、彼女のプロジェクトを妨害するのか理解できなかった。
staple,"【名】悪意, 意地悪",/ˈsteɪ.pəl/,Rice is a staple food in many Asian countries.,米は多くのアジアの国で主食です。
superior,【名】ホチキスの針;【動】ホチキスで留める,/suːˈpɪəriər/,She is a superior athlete.,彼女は優れたアスリートです。
supervise,"【形】優れた, 上司の",/sʊpərˈvaɪz/,I supervise a team of workers.,私は労働者のチームを監督します。
tile,【動】監督する,/taɪl/,I need to buy some new tiles for my bathroom.,私は私のバスルームのために新しいタイルを買う必要があります。
ton,"【名】通行料, 料金",/tɒn/,The cargo ship can carry up to 10 tons of goods.,その貨物船は最大で10トンの貨物を運ぶことができます。
trademark,"【名】トン, 大量",/ˈtreɪdˌmɑrk/,The company registered their trademark to protect their brand identity.,会社は商標を登録してブランドのアイデンティティを保護しました。
transmission,【名】商標,/trænzˈmɪʃən/,The transmission of information through the internet is fast and efficient.,インターネットを通じた情報の伝送は速くて効率的です。
unhappy,"【名】送信, 伝送",/ʌnˈhæpi/,She felt unhappy after receiving the bad news.,彼女は悪い知らせを受けて悲しかった。
unused,"【形】不満な, 不幸な",/ˌʌnˈjuːzd/,The old computer is unused and collecting dust in the corner.,古いコンピュータは使用していないため、隅に埃をかぶっています。
vacuum,【形】未使用の,/'væk.jum/,I need to vacuum the living room before guests arrive.,ゲストが到着する前にリビングルームを掃除機で掃除しなければなりません。
warranty,【名】掃除機;【動】掃除機をかける,/wɔːrənti/,The warranty on this product is valid for one year.,この製品の保証期間は1年間です。
wristwatch,"【名】ワークブック, 練習帳",/ˈrɪstˌwɑtʃ/,I always wear a wristwatch to keep track of time.,私はいつも時間を追跡するために腕時計を身に着けています。
fax,【名】腕時計,/fæks/,I need to send a fax to the office.,オフィスにファックスを送る必要があります。
hacker,【名】ファックス;【動】ファックスを送る,/'hækər/,The hacker infiltrated the company's database and stole sensitive information.,ハッカーは会社のデータベースに侵入し、機密情報を盗みました。
logo,【名】ハッカー,/'loʊɡoʊ/,The company redesigned its logo to give it a more modern look.,会社はロゴを再デザインして、より現代的な印象にしました。
distractor,"【名】ロゴ, ロゴマーク",/dɪˈstræktər/,The distractor in the room caught my attention.,部屋にあった気が散る物が私の注意を引きました。
effectiveness,【名】気をそらすもの,/ɪˈfɛktɪvnəs/,The effectiveness of this new treatment is still being studied.,この新しい治療の効果はまだ研究中です。
relocation,"【名】効果, 有効性",/rɪloʊˈkeɪʃən/,I am considering relocation to a different city for better job opportunities.,より良い仕事の機会のために、別の都市への移動を検討しています。
closure,"【名】移転, 移動",/ˈkloʊʒər/,The closure of the factory resulted in the loss of many jobs.,工場の閉鎖により、多くの仕事が失われました。
genre,"【名】閉鎖, 終了",/ʒɑ̃ːʁ/,The fantasy genre is known for its imaginative and magical elements.,ファンタジーのジャンルは、想像力豊かで魔法的な要素で知られています。
archive,"【名】ジャンル, 部門",/ˈɑːrkaɪv/,I need to organize my files and create an archive.,私はファイルを整理してアーカイブを作成する必要があります。
renewal,"【名】アーカイブ, 記録保管所",/rɪˈnjuəl/,The company is planning a renewal of its website.,会社はウェブサイトの更新を計画しています。
enthusiastically,"【名】更新, 再開",/ɪnˌθ(j)uːziˈæstɪkli/,She enthusiastically cheered for her favorite team.,彼女は熱狂的に彼女のお気に入りのチームを応援しました。
gram,【副】熱心に,/ɡræm/,I bought 500 grams of sugar.,私は砂糖を500グラム買いました。
proofread,【名】グラム,/pruːfˈriːd/,Can you proofread my essay for me?,私のエッセイを校正してくれますか？
appendix,【動】校正する,/əˈpɛndɪks/,The detailed data analysis can be found in the appendix of this report.,詳細なデータ分析は、このレポートの付録にあります。
cab,"【名】付録, 付属物",/kæb/,I hailed a cab and went to the airport.,私はタクシーを拾って空港に行きました。
continental,【名】タクシー,/kɒntɪˈnɛntəl/,The continental breakfast at the hotel was delicious.,ホテルの大陸風朝食は美味しかったです。
copier,【形】大陸の;【名】大陸,/'kɒpiər/,"The copier is broken, so I can't make any copies.",コピー機が壊れているので、コピーができません。
lengthy,【名】コピー機,/ˈlɛŋθi/,The meeting was lengthy and exhausting.,会議は長くて疲れるものでした。
layoff,【形】長期にわたる,/ˈleɪɒf/,The company announced a round of layoffs due to financial difficulties.,会社は財務上の困難により一時解雇を発表しました。
lately,【名】一時解雇,/'leɪtli/,I haven't been feeling well lately.,最近、体調が良くないです。
termination,【副】最近,/tɛrmɪˈneɪʃən/,The termination of the project was announced yesterday.,プロジェクトの終了が昨日発表されました。
enthusiasm,"【名】終了, 終結",/ɪnˈθjuziæzəm/,She approached her work with great enthusiasm.,彼女は仕事に熱中して取り組んだ。
invaluable,【名】熱意,/ɪnˈvæljuəbəl/,Her advice was invaluable to me.,彼女のアドバイスは私にとって計り知れないほど貴重でした。
spacious,【形】非常に価値のある,/sp'eɪʃəs/,The living room in my new apartment is spacious.,私の新しいアパートのリビングルームは広々としています。
outstanding,【形】広々とした,/aʊtˈstændɪŋ/,She is an outstanding student.,彼女は優れた学生です。
resignation,"【形】優れた, 傑出した",/rɛzɪɡˈneɪʃən/,She submitted her resignation letter yesterday.,彼女は昨日、辞表を提出しました。
vacate,【名】辞職,/vəˈkeɪt/,The tenant has to vacate the apartment by the end of the month.,借主は月末までにアパートを退去しなければなりません。
arc,"【動】退去する, 空ける",/ɑːk/,The rainbow formed a beautiful arc in the sky.,虹が空に美しい弧を描いた。
availability,【名】弧,/əˌveɪləˈbɪləti/,Please check the availability of the conference room for tomorrow.,明日の会議室の利用可能性を確認してください。
casual,【名】利用可能性,/'kæʒuəl/,She is wearing a casual outfit.,彼女はカジュアルな服装をしています。
intersection,"【形】カジュアルな, 略式の",/ˌɪntərˈsɛkʃən/,The intersection was congested with traffic.,交差点は交通渋滞で混んでいました。
paycheck,【名】交差点,/'peɪ.tʃɛk/,I'm eagerly waiting for my paycheck to arrive so that I can pay my rent and bills.,家賃や請求書を払えるように、給料が届くのを心待ちにしています。
relocate,"【名】給与, 小切手",/rɪˈloʊkeɪt/,We decided to relocate our office to a larger space.,私たちはより広いスペースへオフィスを移転することを決めた。
repetition,【動】移転する,/rɛpəˈtɪʃən/,Repetition is the key to success.,繰り返しは成功の鍵です。
lease,【名】繰り返し,/liːs/,Our lease is up in May and I’d like to move to a new office.,賃貸借契約期間が5月で終わるから新しい事務所に移りたいな。
chilly,"【名】賃貸契約, リース",/'tʃɪli/,The weather is chilly today.,今日は天気が冷え冷えしています。
cosmetic,【形】肌寒い,/ˈkɑzmɛtɪk/,She bought a new cosmetic bag.,彼女は新しい化粧ポーチを買いました。
dissatisfy,【形】美容の,/dɪˈsætɪsfaɪ/,I dissatisfy easily with the quality of the product.,私は製品の品質にすぐに不満を感じます。
loyal,【動】不満を抱かせる,/lɔɪəl/,He is a loyal friend who always stands by your side.,彼はいつもあなたのそばに立ってくれる忠実な友人です。
